name,draft_year,draft_pick,y1_pts,y1_reb,y1_ast,y1_fg_pct,y1_fg3_pct,y1_ft_pct,y1_min,y1_tov,y2_pts,y2_reb,y2_ast,y2_fg_pct,y2_fg3_pct,y2_ft_pct,y2_min,y2_tov,y5_pts,y5_reb,y5_ast,y5_fg_pct,y5_fg3_pct,y5_ft_pct,y5_min,y5_tov
Keita Bates-Diop,2018,48,5.0,2.8,0.6,0.423,0.25,0.643,16.8,0.5,6.8,3.0,0.8,0.422,0.33,0.708,17.5,0.4,9.7,3.7,1.5,0.508,0.394,0.793,21.7,0.8
Keldon Johnson,2019,29,9.1,3.4,0.9,0.596,0.591,0.795,17.7,0.8,12.8,6.0,1.8,0.479,0.331,0.74,28.5,1.1,15.7,5.5,2.8,0.454,0.346,0.792,29.5,1.4
Kelly Olynyk,2013,13,8.7,5.2,1.6,0.466,0.351,0.811,20.0,1.5,10.3,4.7,1.7,0.475,0.349,0.684,22.3,1.5,11.5,5.7,2.7,0.497,0.379,0.77,23.4,1.9
Kelly Oubre Jr.,2015,15,3.7,2.1,0.2,0.427,0.316,0.633,10.7,0.5,6.3,3.3,0.6,0.421,0.287,0.758,20.3,0.6,18.7,6.4,1.5,0.452,0.352,0.78,34.5,1.5
Kendall Brown,2022,48,1.5,1.0,0.5,0.571,0.0,0.5,6.7,0.3,1.4,0.3,0.3,0.533,0.0,0.625,4.2,0.1,,,,,,,,
Kendall Marshall,2012,13,3.0,0.9,3.0,0.371,0.315,0.571,14.6,1.2,8.0,2.9,8.8,0.406,0.399,0.528,29.0,2.8,,,,,,,,
Kentavious Caldwell-Pope,2013,8,5.9,2.0,0.7,0.396,0.319,0.77,19.8,0.4,12.7,3.1,1.3,0.401,0.345,0.696,31.5,1.1,13.4,5.2,2.2,0.426,0.383,0.789,33.2,1.3
Keon Johnson,2021,21,3.5,1.4,0.9,0.333,0.273,0.762,9.0,0.5,4.7,1.1,1.5,0.376,0.346,0.659,10.4,1.1,,,,,,,,
Kessler Edwards,2021,44,5.9,3.6,0.6,0.412,0.353,0.842,20.6,0.9,1.1,1.0,0.1,0.25,0.167,0.5,5.7,0.3,,,,,,,,
Kevin Huerter,2018,19,9.7,3.3,2.9,0.419,0.385,0.732,27.3,1.5,12.2,4.1,3.8,0.413,0.38,0.828,31.4,1.6,15.2,3.3,2.9,0.485,0.402,0.725,29.4,1.3
Kevin Knox II,2018,9,12.8,4.5,1.1,0.37,0.343,0.717,28.8,1.5,6.4,2.8,0.9,0.359,0.327,0.653,17.9,0.7,5.6,2.6,0.4,0.469,0.371,0.788,14.1,0.8
Kevin Porter Jr.,2019,30,10.0,3.2,2.2,0.442,0.335,0.723,23.2,1.9,16.6,3.8,6.3,0.425,0.311,0.734,32.2,3.5,,,,,,,,
Kevon Looney,2015,30,1.8,2.0,0.0,0.571,0.5,0.0,4.2,0.2,2.5,2.3,0.5,0.523,0.222,0.618,8.4,0.3,3.4,3.3,1.0,0.367,0.071,0.75,13.1,0.6
Khyri Thomas,2018,38,2.3,0.8,0.3,0.319,0.286,0.636,7.5,0.2,2.1,0.1,0.4,0.294,0.357,0.5,7.6,0.4,,,,,,,,
Killian Hayes,2020,7,6.8,2.7,5.3,0.353,0.278,0.824,25.8,3.2,6.9,3.2,4.2,0.383,0.263,0.77,25.0,1.7,9.0,3.0,5.2,0.419,0.381,0.833,27.0,1.5
Kira Lewis Jr.,2020,13,6.4,1.3,2.3,0.386,0.333,0.843,16.7,0.6,5.9,1.6,2.0,0.404,0.224,0.833,14.2,1.1,,,,,,,,
Kostas Antetokounmpo,2018,60,1.0,0.5,0.0,0.0,0.0,0.5,5.5,0.5,1.4,0.6,0.4,1.0,0.0,0.5,4.0,0.2,,,,,,,,
Kris Dunn,2016,5,3.8,2.1,2.4,0.377,0.288,0.61,17.1,1.1,13.4,4.3,6.0,0.429,0.321,0.737,29.3,2.9,1.3,1.5,0.5,0.083,0.0,0.75,11.3,0.8
Kristaps Porziņģis,2015,4,14.3,7.3,1.3,0.421,0.333,0.838,28.4,1.7,18.1,7.2,1.5,0.45,0.357,0.786,32.8,1.8,20.4,9.5,1.8,0.427,0.352,0.799,31.8,1.6
Kyle Anderson,2014,30,2.2,2.2,0.8,0.348,0.273,0.643,10.8,0.3,4.5,3.1,1.6,0.468,0.324,0.747,16.0,0.8,8.0,5.8,3.0,0.543,0.265,0.578,29.8,1.3
Kyle Guy,2019,55,1.3,0.3,0.3,0.4,0.0,0.0,3.3,0.0,2.8,1.1,1.0,0.33,0.283,0.8,7.6,0.4,,,,,,,,
Kyle Kuzma,2017,27,16.1,6.3,1.8,0.45,0.366,0.707,31.2,1.8,18.7,5.5,2.5,0.456,0.303,0.752,33.1,1.9,17.1,8.5,3.5,0.452,0.341,0.712,33.4,2.6
LaMelo Ball,2020,3,15.7,5.9,6.1,0.436,0.352,0.758,28.8,2.8,20.1,6.7,7.6,0.429,0.389,0.872,32.3,3.3,25.2,4.9,7.4,0.405,0.339,0.843,32.0,3.6
Landry Shamet,2018,26,8.3,1.4,1.1,0.441,0.404,0.815,20.5,0.5,9.3,1.9,1.9,0.404,0.375,0.855,27.4,0.8,8.7,1.7,2.3,0.377,0.377,0.882,20.2,0.9
Larry Nance Jr.,2015,27,5.5,5.0,0.7,0.527,0.1,0.681,20.1,0.7,7.1,5.9,1.5,0.526,0.278,0.738,22.9,0.9,10.1,7.3,2.2,0.531,0.352,0.676,26.3,1.1
Lauri Markkanen,2017,7,15.2,7.5,1.2,0.434,0.362,0.843,29.7,1.2,18.7,9.0,1.4,0.43,0.361,0.872,32.3,1.6,14.8,5.7,1.3,0.445,0.358,0.868,30.8,0.9
Lonnie Walker IV,2018,18,2.6,1.0,0.5,0.348,0.385,0.8,6.9,0.2,6.4,2.3,1.1,0.426,0.406,0.721,16.2,0.7,11.7,1.9,1.1,0.448,0.365,0.858,23.2,0.8
Lonzo Ball,2017,2,10.2,6.9,7.2,0.36,0.305,0.451,34.2,2.6,9.9,5.3,5.4,0.406,0.329,0.417,30.3,2.2,13.0,5.4,5.1,0.423,0.423,0.75,34.6,2.3
Lorenzo Brown,2013,52,2.5,1.1,1.6,0.302,0.1,0.692,8.6,0.6,4.2,2.4,3.1,0.426,0.214,0.632,18.9,1.0,2.3,1.1,0.9,0.412,0.167,1.0,9.9,0.2
Lucas Nogueira,2013,16,,,,,,,,,1.0,1.8,0.2,0.25,0.0,0.5,3.8,0.3,2.5,1.8,0.4,0.613,0.263,0.679,8.5,0.3
Luka Dončić,2018,3,21.2,7.8,6.0,0.427,0.327,0.713,32.2,3.4,28.8,9.4,8.8,0.463,0.316,0.758,33.6,4.3,32.4,8.6,8.0,0.496,0.342,0.742,36.2,3.6
Luka Garza,2021,52,5.8,3.1,0.6,0.449,0.327,0.623,12.2,0.6,6.5,2.3,0.6,0.543,0.359,0.788,8.7,0.5,7.8,4.2,1.0,0.583,0.438,0.778,16.7,0.6
Luka Samanic,2019,19,5.3,3.3,2.0,0.313,0.375,0.75,16.0,0.7,3.7,2.1,0.5,0.448,0.279,0.552,9.3,0.6,4.1,2.4,0.4,0.38,0.203,0.786,9.4,0.7
Luke Kennard,2017,12,7.6,2.4,1.7,0.443,0.415,0.855,20.0,0.9,9.7,2.9,1.8,0.438,0.394,0.836,22.8,0.9,11.9,3.3,2.1,0.449,0.449,0.896,27.4,0.9
Malachi Flynn,2020,29,7.5,2.5,2.9,0.374,0.321,0.804,19.7,0.9,4.3,1.4,1.6,0.393,0.333,0.625,12.2,0.3,4.0,1.8,1.8,0.385,0.25,0.833,11.0,1.0
Malachi Richardson,2016,22,3.6,1.0,0.5,0.412,0.286,0.789,9.0,0.4,3.5,1.3,0.5,0.33,0.308,0.773,12.8,0.4,,,,,,,,
Malaki Branham,2022,20,10.2,2.7,1.9,0.44,0.302,0.829,23.5,1.2,9.2,2.0,2.1,0.432,0.347,0.873,21.3,1.2,,,,,,,,
Malcolm Brogdon,2016,36,10.2,2.8,4.2,0.457,0.404,0.865,26.4,1.5,13.0,3.3,3.2,0.485,0.385,0.882,29.9,1.4,21.2,5.3,5.9,0.453,0.388,0.864,34.5,2.1
Malik Monk,2017,11,6.7,1.0,1.4,0.36,0.342,0.842,13.6,0.8,8.9,1.9,1.6,0.387,0.33,0.882,17.2,1.2,13.8,3.4,2.9,0.473,0.391,0.795,28.1,1.6
MarJon Beauchamp,2022,24,5.1,2.2,0.7,0.395,0.331,0.73,13.5,0.9,4.4,2.1,0.6,0.488,0.4,0.679,12.7,0.6,,,,,,,,
Marcus Smart,2014,6,7.8,3.3,3.1,0.367,0.335,0.646,27.0,1.3,9.1,4.2,3.0,0.348,0.253,0.777,27.3,1.3,8.9,2.9,4.0,0.422,0.364,0.806,27.5,1.5
Mario Hezonja,2015,5,6.1,2.2,1.4,0.433,0.349,0.907,17.9,1.2,4.9,2.2,1.0,0.355,0.299,0.8,14.8,0.9,4.8,3.5,0.9,0.422,0.308,0.814,16.4,0.8
Mark Williams,2022,15,9.0,7.1,0.4,0.637,0.0,0.691,19.3,0.9,12.7,9.7,1.2,0.649,0.0,0.719,26.7,0.9,,,,,,,,
Markel Brown,2014,44,4.6,2.3,0.8,0.362,0.266,0.825,16.6,0.6,5.9,2.0,1.5,0.394,0.314,0.755,15.8,0.9,,,,,,,,
Markelle Fultz,2017,1,7.1,3.1,3.8,0.405,0.0,0.476,18.1,1.2,8.2,3.7,3.1,0.419,0.286,0.568,22.5,1.3,10.8,2.7,5.5,0.474,0.235,0.806,20.0,2.2
Marquese Chriss,2016,8,9.2,4.2,0.7,0.449,0.321,0.624,21.3,1.3,7.7,5.5,1.2,0.423,0.295,0.608,21.2,1.5,6.5,6.5,1.0,0.357,0.2,0.5,13.5,1.0
Marvin Bagley III,2018,2,14.9,7.6,1.0,0.504,0.313,0.691,25.3,1.6,14.2,7.5,0.8,0.467,0.182,0.806,25.7,1.4,12.0,6.4,0.9,0.529,0.288,0.75,23.6,1.1
Mason Plumlee,2013,22,7.4,4.4,0.9,0.659,0.0,0.626,18.2,1.1,8.7,6.2,0.9,0.573,0.0,0.495,21.3,1.3,7.1,5.4,1.9,0.601,0.0,0.458,19.4,1.4
Matisse Thybulle,2019,20,4.7,1.6,1.2,0.423,0.357,0.61,19.8,0.8,3.9,1.9,1.0,0.42,0.301,0.444,20.0,0.5,5.4,2.1,1.4,0.397,0.346,0.759,22.9,0.6
Max Christie,2022,35,3.1,1.8,0.5,0.415,0.419,0.875,12.5,0.3,4.2,2.1,0.9,0.427,0.356,0.783,14.1,0.5,,,,,,,,
Melvin Frazier Jr.,2018,35,1.5,0.5,0.1,0.333,0.0,0.25,4.4,0.1,2.1,0.5,0.2,0.441,0.5,0.5,6.6,0.3,,,,,,,,
Meyers Leonard,2012,11,5.5,3.7,0.5,0.545,0.429,0.809,17.5,0.7,2.5,2.8,0.5,0.451,0.0,0.762,8.9,0.4,5.4,3.2,1.0,0.386,0.347,0.875,16.5,0.5
Mfiondu Kabengele,2019,27,3.5,0.9,0.2,0.438,0.45,1.0,5.3,0.2,1.2,0.6,0.2,0.281,0.222,0.833,4.1,0.3,,,,,,,,
Michael Carter-Williams,2013,11,16.7,6.2,6.3,0.405,0.264,0.703,34.5,3.5,15.0,6.2,7.4,0.38,0.256,0.643,33.9,4.2,4.6,2.7,2.2,0.332,0.237,0.82,16.1,1.0
Michael Kidd-Gilchrist,2012,2,9.0,5.8,1.5,0.458,0.222,0.749,26.0,1.3,7.2,5.2,0.8,0.473,0.111,0.614,24.2,1.0,9.2,7.0,1.4,0.477,0.111,0.784,29.0,0.7
Michael Porter Jr.,2018,14,,,,,,,,,9.3,4.7,0.8,0.509,0.422,0.833,16.4,0.9,17.4,5.5,1.0,0.487,0.414,0.8,29.0,1.1
Mike Muscala,2013,44,3.8,2.6,0.4,0.425,0.0,1.0,10.8,0.6,4.9,3.0,0.6,0.55,0.409,0.88,12.6,0.5,7.6,4.3,1.0,0.458,0.371,0.919,20.0,0.8
Miles Bridges,2018,12,7.5,4.0,1.2,0.464,0.325,0.753,21.2,0.6,13.0,5.6,1.8,0.424,0.33,0.809,30.7,1.5,,,,,,,,
Miles McBride,2021,36,2.2,1.1,1.0,0.296,0.25,0.667,9.3,0.1,3.5,0.8,1.1,0.358,0.299,0.667,11.9,0.4,12.9,2.6,2.8,0.434,0.42,0.814,28.0,0.8
Mitch McGary,2014,21,6.3,5.2,0.4,0.533,0.0,0.625,15.2,1.0,1.3,0.9,0.2,0.478,0.0,0.4,3.6,0.4,,,,,,,,
Mitchell Robinson,2018,36,7.3,6.4,0.6,0.694,0.0,0.6,20.6,0.5,9.7,7.0,0.6,0.742,0.0,0.568,23.1,0.6,7.4,9.4,0.9,0.671,0.0,0.484,26.9,0.7
Miye Oni,2019,58,3.5,1.7,0.4,0.375,0.368,0.8,10.9,0.4,1.9,1.6,0.5,0.354,0.341,0.833,9.6,0.3,,,,,,,,
Mo Bamba,2018,6,6.2,5.0,0.8,0.481,0.3,0.587,16.3,0.9,5.4,4.9,0.7,0.462,0.346,0.674,14.2,0.7,7.3,4.6,1.1,0.495,0.398,0.686,17.0,0.6
Monte Morris,2017,51,3.3,0.7,2.3,0.667,0.0,1.0,8.3,0.3,10.4,2.4,3.6,0.493,0.414,0.802,24.0,0.6,12.6,3.0,4.4,0.484,0.395,0.869,29.9,1.0
Montrezl Harrell,2015,32,3.6,1.7,0.4,0.644,0.0,0.522,9.7,0.4,9.1,3.8,1.1,0.652,0.143,0.628,18.3,0.8,18.6,7.1,1.7,0.58,0.0,0.658,27.8,1.7
Moritz Wagner,2018,25,4.8,2.0,0.6,0.415,0.286,0.811,10.4,0.9,8.7,4.9,1.2,0.545,0.313,0.821,18.6,1.5,10.5,4.5,1.5,0.5,0.313,0.841,19.5,1.2
Moses Moody,2021,14,4.4,1.5,0.4,0.437,0.364,0.778,11.7,0.3,4.8,1.7,0.8,0.476,0.363,0.698,13.0,0.5,11.5,3.3,1.5,0.437,0.401,0.779,25.1,0.9
Moussa Diabaté,2022,43,2.7,2.3,0.2,0.511,0.5,0.625,8.9,0.4,2.6,2.2,0.4,0.526,0.0,0.643,5.8,0.2,,,,,,,,
Myles Turner,2015,11,10.3,5.5,0.7,0.498,0.214,0.727,22.8,1.1,14.5,7.3,1.3,0.511,0.348,0.809,31.4,1.3,12.1,6.6,1.2,0.457,0.344,0.751,29.5,1.4
Nassir Little,2019,25,3.6,2.3,0.5,0.43,0.237,0.636,11.9,0.3,4.6,2.7,0.5,0.467,0.35,0.8,13.3,0.4,3.4,1.7,0.5,0.46,0.3,0.85,10.2,0.3
Nate Wolters,2013,38,7.2,2.6,3.2,0.437,0.29,0.656,22.6,1.0,2.3,1.5,0.9,0.387,0.0,0.25,12.9,0.3,0.4,0.4,0.2,0.167,0.0,0.0,3.8,0.0
Neemias Queta,2021,39,3.0,2.1,0.4,0.447,0.0,0.647,8.0,0.4,2.4,2.2,0.2,0.667,0.0,0.0,5.8,0.2,9.7,8.3,1.5,0.639,0.0,0.67,25.1,1.1
Nerlens Noel,2013,6,,,,,,,,,9.9,8.1,1.7,0.462,0.0,0.609,30.8,1.9,4.4,5.6,0.7,0.524,0.0,0.75,15.7,0.9
Nic Claxton,2019,31,4.4,2.9,1.1,0.563,0.143,0.524,12.5,0.6,6.6,5.2,0.9,0.621,0.2,0.484,18.6,0.6,11.8,9.9,2.1,0.629,0.2,0.551,29.8,1.3
Nick Richards,2020,42,0.8,0.6,0.1,0.444,0.0,0.636,3.5,0.2,3.0,1.7,0.3,0.667,0.0,0.698,7.3,0.5,8.9,7.5,1.3,0.561,0.0,0.678,21.0,1.6
Nickeil Alexander-Walker,2019,17,5.7,1.8,1.9,0.368,0.346,0.676,12.6,1.1,11.0,3.1,2.2,0.419,0.347,0.727,21.9,1.5,8.0,2.0,2.5,0.439,0.391,0.8,23.4,0.9
Nik Stauskas,2014,8,4.4,1.2,0.9,0.365,0.322,0.859,15.4,0.5,8.5,2.5,1.9,0.385,0.326,0.771,24.8,1.3,6.1,1.8,1.4,0.419,0.344,0.889,15.3,0.9
Nikola Jokić,2014,41,,,,,,,,,10.0,7.0,2.4,0.512,0.333,0.811,21.7,1.3,20.1,10.8,7.3,0.511,0.307,0.821,31.3,3.1
Noah Vonleh,2014,9,3.3,3.4,0.2,0.395,0.385,0.692,10.4,0.4,3.6,3.9,0.4,0.421,0.239,0.745,15.1,0.6,8.4,7.8,1.9,0.47,0.336,0.712,25.3,1.3
Norman Powell,2015,46,5.6,2.3,1.0,0.424,0.404,0.811,14.8,0.7,8.4,2.2,1.1,0.449,0.324,0.792,18.0,0.9,16.0,3.7,1.8,0.495,0.399,0.843,28.4,1.5
OG Anunoby,2017,23,5.9,2.5,0.7,0.471,0.371,0.629,20.0,0.6,7.0,2.9,0.7,0.453,0.332,0.581,20.2,0.8,17.1,5.5,2.6,0.443,0.363,0.754,36.0,1.7
Obi Toppin,2020,8,4.1,2.2,0.5,0.498,0.306,0.731,11.0,0.4,9.0,3.7,1.1,0.531,0.308,0.758,17.1,0.8,10.5,4.0,1.6,0.529,0.365,0.781,19.6,0.9
Ochai Agbaji,2022,14,7.9,2.1,1.1,0.427,0.355,0.812,20.5,0.7,5.4,2.5,0.9,0.426,0.331,0.75,19.7,0.7,,,,,,,,
Omari Spellman,2018,30,5.9,4.2,1.0,0.402,0.344,0.711,17.5,0.7,7.6,4.5,1.0,0.431,0.391,0.793,18.1,1.1,,,,,,,,
Onyeka Okongwu,2020,6,4.6,3.3,0.4,0.644,0.0,0.632,12.0,0.6,8.2,5.9,1.1,0.69,0.0,0.727,20.7,0.9,13.4,8.9,2.3,0.567,0.324,0.759,27.9,1.2
Otto Porter Jr.,2013,3,2.1,1.5,0.3,0.363,0.19,0.667,8.6,0.4,6.0,3.0,0.9,0.45,0.337,0.734,19.4,0.7,14.7,6.4,2.0,0.503,0.441,0.828,31.6,1.0
Ousmane Dieng,2022,11,4.9,2.7,1.2,0.42,0.265,0.652,14.6,0.7,4.0,1.5,1.1,0.422,0.3,0.875,11.1,0.6,,,,,,,,
P.J. Washington,2019,12,12.2,5.4,2.1,0.455,0.374,0.647,30.3,1.6,12.9,6.5,2.5,0.44,0.386,0.745,30.5,2.0,13.6,5.3,2.2,0.446,0.324,0.713,29.2,1.5
PJ Hairston,2014,26,5.6,2.0,0.5,0.323,0.301,0.861,15.3,0.5,6.0,2.7,0.6,0.359,0.314,0.81,19.5,0.5,,,,,,,,
Paolo Banchero,2022,1,20.0,6.9,3.7,0.427,0.298,0.738,33.8,2.8,22.6,6.9,5.4,0.455,0.339,0.725,35.0,3.1,,,,,,,,
Pat Connaughton,2015,41,1.1,0.9,0.3,0.265,0.238,1.0,4.2,0.3,2.5,1.3,0.7,0.514,0.515,0.778,8.1,0.4,5.4,4.2,1.6,0.455,0.331,0.775,18.6,0.8
Patrick Baldwin Jr.,2022,28,3.9,1.3,0.4,0.394,0.381,0.667,7.3,0.4,4.4,3.2,0.8,0.381,0.32,0.679,13.0,0.5,,,,,,,,
Patrick McCaw,2016,38,4.0,1.4,1.1,0.433,0.333,0.784,15.1,0.5,4.0,1.4,1.4,0.409,0.238,0.765,16.9,0.7,1.0,0.6,0.8,1.0,0.0,1.0,6.6,0.0
Patrick Williams,2020,4,9.2,4.6,1.4,0.483,0.391,0.728,27.9,1.4,9.0,4.1,0.9,0.529,0.517,0.732,24.8,0.9,9.0,3.8,2.0,0.397,0.353,0.723,25.0,1.4
Paul Reed,2020,58,3.4,2.3,0.5,0.538,0.0,0.5,6.8,0.5,3.1,2.4,0.4,0.563,0.25,0.429,8.0,0.3,4.1,2.7,1.0,0.507,0.286,0.762,9.7,0.6
Paul Zipser,2016,48,5.5,2.8,0.8,0.398,0.333,0.775,19.2,0.9,4.0,2.4,0.9,0.346,0.336,0.76,15.3,0.8,,,,,,,,
Payton Pritchard,2020,26,7.7,2.4,1.8,0.44,0.411,0.889,19.2,0.8,6.2,1.9,2.0,0.429,0.412,1.0,14.1,0.6,14.3,3.8,3.5,0.472,0.407,0.845,28.4,1.0
Peyton Watson,2022,30,3.3,1.6,0.5,0.492,0.429,0.55,8.1,0.3,6.7,3.2,1.1,0.465,0.296,0.67,18.6,0.7,,,,,,,,
Precious Achiuwa,2020,20,5.0,3.4,0.5,0.544,0.0,0.509,12.1,0.7,9.1,6.5,1.1,0.439,0.359,0.595,23.6,1.2,6.6,5.6,1.0,0.502,0.278,0.594,20.5,0.8
Quentin Grimes,2021,25,6.0,2.0,1.0,0.404,0.381,0.684,17.1,0.6,11.3,3.2,2.1,0.468,0.386,0.796,29.9,1.0,12.7,3.8,3.6,0.439,0.341,0.859,29.9,1.9
Quinndary Weatherspoon,2019,49,1.1,0.6,1.0,0.294,0.2,0.5,7.1,0.5,2.3,0.6,0.4,0.457,0.167,0.813,6.1,0.5,,,,,,,,
R.J. Hampton,2020,24,2.6,2.0,0.6,0.417,0.278,0.75,9.3,0.4,7.6,3.0,2.5,0.383,0.35,0.641,21.9,1.4,,,,,,,,
RJ Barrett,2019,3,14.3,5.0,2.6,0.402,0.32,0.614,30.4,2.2,17.6,5.8,3.0,0.441,0.401,0.746,34.9,1.9,18.2,4.3,2.4,0.423,0.331,0.831,29.5,1.8
RJ Hunter,2015,28,2.7,1.0,0.4,0.367,0.302,0.857,8.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,
Rakeem Christmas,2015,36,4.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.9,0.1,0.442,0.0,0.724,7.6,0.3,,,,,,,,
Rashad Vaughn,2015,17,3.1,1.3,0.6,0.305,0.293,0.8,14.3,0.4,3.5,1.2,0.6,0.365,0.321,0.4,11.2,0.3,,,,,,,,
Ray McCallum,2013,36,6.2,1.8,2.7,0.377,0.373,0.744,19.9,0.9,7.4,2.6,2.8,0.438,0.306,0.679,21.1,1.3,,,,,,,,
Reggie Bullock Jr.,2013,25,2.7,1.3,0.3,0.355,0.301,0.778,9.2,0.3,2.6,1.6,0.2,0.426,0.385,0.8,10.5,0.2,11.3,2.5,1.5,0.489,0.445,0.796,27.9,0.8
Reggie Perry,2020,57,3.0,2.8,0.5,0.41,0.19,0.769,8.1,0.6,2.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,,,,,,,,
Richaun Holmes,2015,37,5.6,2.6,0.6,0.514,0.182,0.689,13.8,0.6,9.8,5.5,1.0,0.558,0.351,0.699,20.9,1.0,12.3,8.1,1.0,0.648,0.0,0.788,28.2,1.2
Ricky Ledo,2013,43,1.7,0.2,0.2,0.353,0.375,1.0,3.0,0.2,0.2,0.4,0.2,0.0,0.0,0.5,2.2,0.4,,,,,,,,
Robert Williams III,2018,27,2.5,2.5,0.2,0.706,0.0,0.6,8.8,0.3,5.2,4.4,0.9,0.727,0.0,0.647,13.4,0.7,8.0,8.3,1.4,0.747,0.0,0.61,23.5,1.0
Robert Woodard II,2020,40,1.5,1.2,0.2,0.4,0.167,0.375,3.5,0.1,0.6,0.9,0.3,0.125,0.25,1.0,3.5,0.1,,,,,,,,
Rodions Kurucs,2018,40,8.5,3.9,0.8,0.45,0.315,0.783,20.5,1.2,4.6,2.9,1.1,0.446,0.367,0.632,14.6,1.0,,,,,,,,
Rodney Hood,2014,23,8.7,2.3,1.7,0.414,0.365,0.763,21.3,0.9,14.5,3.4,2.7,0.42,0.359,0.86,32.2,1.6,12.2,2.5,2.0,0.427,0.362,0.912,27.4,0.8
Romeo Langford,2019,14,2.5,1.3,0.4,0.35,0.185,0.72,11.6,0.3,3.1,1.9,0.7,0.356,0.278,0.75,15.7,0.6,,,,,,,,
Rondae Hollis-Jefferson,2015,23,5.8,5.3,1.5,0.457,0.286,0.712,21.2,0.9,8.7,5.8,2.0,0.434,0.224,0.751,22.6,1.5,7.0,4.7,1.8,0.471,0.13,0.734,18.7,1.0
Rudy Gobert,2013,27,2.3,3.4,0.2,0.486,0.0,0.492,9.6,0.7,8.4,9.5,1.3,0.604,0.0,0.623,26.3,1.4,13.5,10.7,1.4,0.622,0.0,0.682,32.4,1.9
Rui Hachimura,2019,9,13.5,6.1,1.8,0.466,0.287,0.829,30.1,1.1,13.8,5.5,1.4,0.478,0.328,0.77,31.5,1.2,13.6,4.3,1.2,0.537,0.422,0.739,26.8,0.7
Russ Smith,2014,47,0.8,0.5,0.3,0.2,0.167,0.0,4.8,1.2,1.5,0.6,0.7,0.318,0.2,0.615,4.4,0.5,,,,,,,,
Ryan Kelly,2013,48,8.0,3.7,1.6,0.423,0.338,0.815,22.2,0.8,6.4,2.8,1.8,0.337,0.336,0.832,23.7,0.7,,,,,,,,
Ryan Rollins,2022,44,1.9,1.0,0.5,0.35,0.333,1.0,5.2,1.3,4.1,1.1,1.1,0.52,0.667,0.765,6.6,0.7,,,,,,,,
Saben Lee,2020,38,5.6,2.0,3.6,0.471,0.348,0.685,16.3,1.1,5.6,2.4,2.9,0.39,0.233,0.789,16.3,1.0,,,,,,,,
Saddiq Bey,2020,19,12.2,4.5,1.4,0.404,0.38,0.844,27.3,0.9,16.1,5.4,2.8,0.396,0.346,0.827,33.0,1.2,,,,,,,,
Sam Dekker,2015,18,0.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,6.5,3.7,1.0,0.473,0.321,0.559,18.4,0.5,,,,,,,,
Sam Merrill,2020,60,3.0,1.0,0.7,0.444,0.447,1.0,7.8,0.3,4.2,1.2,0.7,0.333,0.304,0.5,9.7,0.3,7.2,2.2,1.5,0.406,0.372,0.966,19.7,0.5
Sandro Mamukelashvili,2021,54,3.8,2.0,0.5,0.496,0.423,0.818,9.9,0.4,2.4,2.3,0.7,0.328,0.219,0.667,9.0,0.4,11.4,5.1,1.9,0.525,0.383,0.764,22.6,0.9
Santi Aldama,2021,30,4.1,2.7,0.7,0.402,0.125,0.625,11.3,0.5,9.0,4.8,1.3,0.47,0.353,0.75,21.8,0.8,14.0,6.7,2.9,0.479,0.35,0.667,27.9,1.3
Scottie Barnes,2021,4,15.3,7.5,3.5,0.492,0.301,0.735,35.4,1.8,15.3,6.6,4.8,0.456,0.281,0.772,34.8,2.0,19.3,8.4,5.6,0.504,0.301,0.82,34.4,2.6
Sekou Doumbouya,2019,15,6.4,3.1,0.5,0.39,0.286,0.674,19.8,0.9,5.1,2.6,0.8,0.379,0.226,0.703,15.5,0.8,,,,,,,,
Semi Ojeleye,2017,37,2.7,2.2,0.3,0.346,0.32,0.61,15.8,0.3,3.3,1.5,0.4,0.424,0.315,0.615,10.6,0.3,2.9,2.9,0.3,0.257,0.268,0.769,15.4,0.3
Sergey Karasev,2013,19,1.7,0.7,0.3,0.343,0.211,0.9,7.1,0.5,4.6,2.0,1.4,0.403,0.296,0.763,16.8,0.7,,,,,,,,
Shabazz Muhammad,2013,14,3.9,1.4,0.2,0.46,0.273,0.65,7.8,0.4,13.5,4.1,1.2,0.489,0.392,0.717,22.8,0.9,3.8,1.4,0.2,0.388,0.211,0.71,9.4,0.2
Shabazz Napier,2014,24,5.1,2.2,2.5,0.382,0.364,0.786,19.8,1.6,3.7,1.0,1.8,0.338,0.327,0.733,10.9,0.8,9.4,1.8,2.6,0.389,0.333,0.833,17.6,1.2
Shaedon Sharpe,2022,7,9.9,3.0,1.2,0.472,0.36,0.714,22.2,1.0,15.9,5.0,2.9,0.406,0.333,0.824,33.1,2.3,,,,,,,,
Shai Gilgeous-Alexander,2018,11,10.8,2.8,3.3,0.476,0.367,0.8,26.5,1.7,19.0,5.9,3.3,0.471,0.347,0.807,34.7,1.9,31.4,4.8,5.5,0.51,0.345,0.905,35.5,2.8
